input_index,premises_nl,premises_fol,conclusion_nl,conclusion_fol,original_label,obf_premises_nl,obf_premises_fol,obf_conclusion_nl,obf_conclusion_fol,obf_label
98,"['New Vessel Press is a publishing house which specializes in translating foreign literature into English.', ""All of New Vessel Press's published books are in English."", 'Neapolitan Chronicles is a book published by New Vessel Press.', 'Neapolitan Chronicles was translated from Italian.', 'Palace of Flies is a book published by New Vessel Press.']","['PublishingHouse(newvesselpress) ∧ SpecializesIn(newvessel, translatingforeignliteratureintoenglish)', '∀x (Book(x) ∧ PublishedBy(x, newvesselpress) → In(x, english))', 'Book(neapolitanchronicles) ∧ PublishedBy(neapolitanchronicles, newvesselpress)', 'TranslatedFrom(neapolitanchronicles, italian)', 'Book(palaceofflies) ∧ PublishedBy(palaceofflies, newvesselpress)']",Neapolitan Chronicles is an English book.,"Book(neapolitanchronicles) ∧ In(neapolitanchronicles, english)",TRUE,"[""Should it be affirmed that New Vessel Press's identity as a publishing entity is nullified unless it is true that their specialization in converting the linguistic elements of foreign works into English manifests."", 'If there exists a book, and the responsibility for its publication is attributable to New Vessel Press, then the scenario where it is not rendered in English cannot simultaneously subsist.', 'It is categorically false that Neapolitan Chronicles lacks the properties of a book and is not attributed to New Vessel Press through publication activities.', 'It is not the case that Neapolitan Chronicles did not originate from the Italian linguistic framework.', 'One must reject the notion that Palace of Flies, under the assumption of its identity as a book entity, is devoid of association to New Vessel Press through publication events.']","['¬(¬PublishingHouse(newvesselpress) ∨ ¬SpecializesIn(newvessel, translatingforeignliteratureintoenglish))', '¬∃x ¬(Book(x) ∧ PublishedBy(x, newvesselpress) ∧ In(x, english))', '¬(¬Book(neapolitanchronicles) ∨ ¬PublishedBy(neapolitanchronicles, newvesselpress))', '¬¬TranslatedFrom(neapolitanchronicles, italian)', '¬(¬Book(palaceofflies) ∨ ¬PublishedBy(palaceofflies, newvesselpress))']",Neapolitan Chronicles is an English book.,"Book(neapolitanchronicles) ∧ In(neapolitanchronicles, english)",TRUE
99,"['If people own a large desktop monitor at their home, then they work regularly and often at home.', 'All people who have a fully stocked and impressive home office are people who own a large desktop monitor at their home.', 'All people who work regularly and often at home spend their free time tidying and organizing the spaces in their homes.', 'All people who work regularly and often at home visit the office supply store regularly.', 'If people spend their free time tidying and organizing the spaces in their home, then they do not go to bed late and wake up every day after noon. ', 'Remy either both goes to bed late and wakes up every day after noon and spends their free time tidying and organizing the spaces in their home, or they do not go to bed late and wake up every day after noon nor spend their free time tidying and organizing the spaces in their home. ']","['∀x (Desktop(x) → WorkHome(x))', '∀x (HomeOffice(x) → Desktop(x))', '∀x (WorkHome(x) → Tidying(x))', '∀x (WorkHome(x) → OfficeStore(x))', '∀x (Tidying(x) → ¬Late(x))', '(Late(remy) ∧ Tidying(remy)) ⊕ (¬Late(remy) ∧ ¬Tidying(remy))']",Remy has a fully stocked and impressive home office and also visits the office supply store regularly.,HomeOffice(remy) ∧ OfficeStore(remy),FALSE,"['It is not the case that for every individual, if it is not true that they work regularly and often at home, then they do not own a large desktop monitor at their home.', 'No person exists such that they have a fully stocked and impressive home office and not own a large desktop monitor at their home.', 'For every individual, either they do not work regularly and often at home or they spend their free time tidying and organizing the spaces in their home.', 'For each person, it must be the case that either they do not work regularly and often at home or they visit the office supply store regularly.', 'No individual spends their free time tidying and organizing the spaces in their home and goes to bed late and wakes up every day after noon.', 'Remy either does not go to bed late and wake up every day after noon nor spend their free time tidying and organizing the spaces in their home, or they both go to bed late and wake up every day after noon and spend their free time tidying and organizing the spaces in their home.']","['¬∃x (¬WorkHome(x) → ¬Desktop(x))', '¬∃x (HomeOffice(x) ∧ ¬Desktop(x))', '∀x (¬WorkHome(x) ∨ Tidying(x))', '∀x (¬WorkHome(x) ∨ OfficeStore(x))', '∀x ¬(Tidying(x) ∧ Late(x))', '(¬Late(remy) ∧ ¬Tidying(remy)) ∨ (Late(remy) ∧ Tidying(remy))']",Remy has a fully stocked and impressive home office and also visits the office supply store regularly.,HomeOffice(remy) ∧ OfficeStore(remy),FALSE
100,"['If people own a large desktop monitor at their home, then they work regularly and often at home.', 'All people who have a fully stocked and impressive home office are people who own a large desktop monitor at their home.', 'All people who work regularly and often at home spend their free time tidying and organizing the spaces in their homes.', 'All people who work regularly and often at home visit the office supply store regularly.', 'If people spend their free time tidying and organizing the spaces in their home, then they do not go to bed late and wake up every day after noon. ', 'Remy either both goes to bed late and wakes up every day after noon and spends their free time tidying and organizing the spaces in their home, or they do not go to bed late and wake up every day after noon nor spend their free time tidying and organizing the spaces in their home. ']","['∀x (Desktop(x) → WorkHome(x))', '∀x (HomeOffice(x) → Desktop(x))', '∀x (WorkHome(x) → Tidying(x))', '∀x (WorkHome(x) → OfficeStore(x))', '∀x (Tidying(x) → ¬Late(x))', '(Late(remy) ∧ Tidying(remy)) ⊕ (¬Late(remy) ∧ ¬Tidying(remy))']","If Remy either goes to bed late and wakes up every day after noon or visits the office supply store regularly, then Remy neither spends their free time tidying and organizing the spaces in their home nor has a fully stocked and impressive home office.",Late(remy) ∨ OfficeStore(remy) → ¬(Tidying(remy) ∨ HomeOffice(remy)),TRUE,"[""One might assert that the nonexistence of an individual who doesn't work regularly and often at home implies that if a person owns a large desktop monitor at their home, then they do work at home."", 'It is the case that if someone lacks a large desktop monitor at home, they do not possess a fully stocked and impressive home office, assuming such an inference holds for all persons.', ""For every individual, if not spending their free time tidying and organizing the spaces in their homes is true for them, then it logically follows that they don't work regularly and often at home."", ""In any scenario where an individual is known not to visit office supply stores regularly, it can be concluded they indeed don't work regularly and often at home."", 'The assertion is made that should one not go to bed late or wake up every day after noon, they shall not avoid spending their free time tidying and organizing the spaces in their home.', 'A complex logical scenario is presented where explicitly, Remy is either going to bed late and waking up every day after noon while also spending their free time tidying and organizing the spaces in their home or it is the case that neither condition holds.']","['¬∃x ¬(¬WorkHome(x) ∨ ¬Desktop(x))', '∀x (¬Desktop(x) → ¬HomeOffice(x))', '∀x (¬Tidying(x) → ¬WorkHome(x))', '¬∃x ¬(OfficeStore(x) ∨ ¬WorkHome(x))', '∀x (¬(¬Late(x) ∨ ¬Tidying(x)))', '(Late(remy) ∧ Tidying(remy)) ∨ ¬(Late(remy) ∨ ¬¬Tidying(remy))']","If Remy either goes to bed late and wakes up every day after noon or visits the office supply store regularly, then Remy neither spends their free time tidying and organizing the spaces in their home nor has a fully stocked and impressive home office.",Late(remy) ∨ OfficeStore(remy) → ¬(Tidying(remy) ∨ HomeOffice(remy)),TRUE
101,"['No students who work in the library are from the computer science department. ', 'All students who have part-time jobs offered by the university are students who work in the library. ', 'All students who take the database course are from the computer science department. ', 'All students instructed by professor David are taking the database course. ', 'All students working in the lab are instructed by professor David. ', 'James is a student working in the lab. ', 'Jack neither has a part-time job offered by the university nor works in the lab. ']","['∀x (WorkLibrary(x) → ¬ComputerScience(x))', '∀x (PartTime(x) → WorkLibrary(x))', '∀x (Database(x) → ComputerScience(x))', '∀x (ProfessorDavid(x) → Database(x))', '∀x (WorkInLab(x) → ProfessorDavid(x))', 'WorkInLab(james)', '¬PartTime(jack) ∧ ¬WorkInLab(jack)']",James has a part-time job offered by the university.,PartTime(james),FALSE,"['It is not the case that if a student is within the sphere of library workers, then they pertain to the community of those from the computer science domain.', 'The notion that every individual who has an occupation provided by the university equates precisely to a member of the cohort who are engaged in library tasks cannot be negated.', 'If students are enlisted in the discourse of database subjects, it inevitably necessitates that they belong to the department of computer science, and conversely, if students are within the computer science department, they are necessarily involved in database undertakings.', 'Anyone under the tutelage of the esteemed Professor David is, by unavoidable implication, also engaged in the enrollment of the database subject endeavors.', 'To state that students who are active within the laboratory converge without exception upon the instruction of Professor David is to express a logical truth.', 'James is characterized as one whose academic endeavors place him in the realm of those engaged in the laboratory.', 'Jack finds himself in a state wherein neither does he possess any employment sponsored by the academic institution, nor participates in laboratory activities.']","['¬(∃x (ComputerScience(x) ∧ WorkLibrary(x)))', '¬∃x (¬(PartTime(x) ∧ WorkLibrary(x)))', '(∀x (Database(x) → ComputerScience(x))) ∧ (∀x (ComputerScience(x) → Database(x)))', '∀x (¬(ProfessorDavid(x) ∧ ¬Database(x)))', '¬∃x (WorkInLab(x) ∧ ¬ProfessorDavid(x))', '¬¬WorkInLab(james)', '¬(PartTime(jack) ∨ WorkInLab(jack))']",James has a part-time job offered by the university.,PartTime(james),FALSE
102,"['No students who work in the library are from the computer science department. ', 'All students who have part-time jobs offered by the university are students who work in the library. ', 'All students who take the database course are from the computer science department. ', 'All students instructed by professor David are taking the database course. ', 'All students working in the lab are instructed by professor David. ', 'James is a student working in the lab. ', 'Jack neither has a part-time job offered by the university nor works in the lab. ']","['∀x (WorkLibrary(x) → ¬ComputerScience(x))', '∀x (PartTime(x) → WorkLibrary(x))', '∀x (Database(x) → ComputerScience(x))', '∀x (ProfessorDavid(x) → Database(x))', '∀x (WorkInLab(x) → ProfessorDavid(x))', 'WorkInLab(james)', '¬PartTime(jack) ∧ ¬WorkInLab(jack)']",James does not have a part-time job offered by the university.,¬PartTime(james),TRUE,"['It is not the case that there exists a student such that if the student is from the computer science department, then the student does not work in the library.', 'For every student, if the student lacks a part-time job offered by the university, then it is not the case that the student works in the library.', 'It is not possible for a student to both take the database course and not be from the computer science department.', 'No student exists who is instructed by professor David and does not take the database course.', 'For every student, if the student is not instructed by professor David, then the student does not work in the lab.', 'It is not the case that James does not work in the lab.', 'For Jack, he neither engages in a part-time job offered by the university nor does he not work in the lab.']","['¬∃x (ComputerScience(x) → ¬WorkLibrary(x))', '∀x (¬PartTime(x) → ¬¬WorkLibrary(x))', '¬∃x (Database(x) ∧ ¬ComputerScience(x))', '¬∃x (¬(ProfessorDavid(x) ∧ ¬Database(x)))', '∀x (¬ProfessorDavid(x) → ¬WorkInLab(x))', '¬¬WorkInLab(james)', '¬PartTime(jack) ∨ (¬¬WorkInLab(jack) ∧ ¬WorkInLab(jack))']",James does not have a part-time job offered by the university.,¬PartTime(james),TRUE
103,"['No students who work in the library are from the computer science department. ', 'All students who have part-time jobs offered by the university are students who work in the library. ', 'All students who take the database course are from the computer science department. ', 'All students instructed by professor David are taking the database course. ', 'All students working in the lab are instructed by professor David. ', 'James is a student working in the lab. ', 'Jack neither has a part-time job offered by the university nor works in the lab. ']","['∀x (WorkLibrary(x) → ¬ComputerScience(x))', '∀x (PartTime(x) → WorkLibrary(x))', '∀x (Database(x) → ComputerScience(x))', '∀x (ProfessorDavid(x) → Database(x))', '∀x (WorkInLab(x) → ProfessorDavid(x))', 'WorkInLab(james)', '¬PartTime(jack) ∧ ¬WorkInLab(jack)']",James either takes the database course or has a part-time job offered by the university.,Database(james) ⊕ PartTime(james),TRUE,"['There do not exist any individuals who are simultaneously students working in the library and are not non-members of the computer science department.', 'It is not the case that there exists a student who has a non-part-time job that is either offered by or not offered by the university and does not work in the library.', 'If a student is not from the computer science department, then they do not take the database course.', 'If there is a student who is not taking the database course, it follows that they are not instructed by professor David.', 'It is not possible for a student not instructed by professor David to work in the lab.', 'It is not true that James does not work in the lab.', 'Jack neither has a non-part-time job that is not offered by the university nor does he not fail to work in the lab.']","['¬∃x (WorkLibrary(x) ∧ ¬¬¬ComputerScience(x))', '¬∃x ¬((¬PartTime(x) ∨ ¬WorkLibrary(x)) ∧ PartTime(x))', '∀x (¬ComputerScience(x) → ¬Database(x))', '∀x (¬Database(x) → ¬ProfessorDavid(x))', '¬∃x (¬ProfessorDavid(x) ∧ WorkInLab(x))', '¬¬WorkInLab(james)', '¬(¬(PartTime(jack) ∧ ¬¬WorkInLab(jack)))']",James either takes the database course or has a part-time job offered by the university.,Database(james) ⊕ PartTime(james),TRUE
104,"['If George likes music, he wants to compose.', 'If George has access to a program, he can compose.', 'If George can compose and wants to compose, he will compose.']","['LikesMusic(george) → WantsToCompose(george)', 'AccesstoProgram(george) → CanCompose(george)', '(WantsToCompose(george) ∧ CanCompose(george)) → WillCompose(george)']","If George likes music and has access to a program, he will compose.",(LikesMusic(george) ∧ AccesstoProgram(george)) → WillCompose(george),TRUE,"['If it is not the case that George does not want to compose, then it is not the case that George does not like music.', 'George cannot have access to a program or it is not the case that he cannot compose.', 'If George does not want to compose, or if composing is within his capability, then it is not the case that he will not compose.']","['¬WantsToCompose(george) → ¬¬LikesMusic(george)', '¬AccesstoProgram(george) ∨ ¬¬CanCompose(george)', '(¬WantsToCompose(george) ∨ CanCompose(george)) → ¬¬WillCompose(george)']","If George likes music and has access to a program, he will compose.",(LikesMusic(george) ∧ AccesstoProgram(george)) → WillCompose(george),TRUE
105,"['A hawk never lands. ', 'Some birds are hawks.']","['∀x (Hawk(x) → ¬Lands(x))', '∃x (Bird(x) ∧ Hawk(x))']",All birds land,∀x (Bird(x) → Lands(x)),FALSE,"['It is not the case that there exists an entity which is simultaneously a hawk that lands.', 'There exists at least one creature such that it both belongs to the bird category and fulfills the conditions necessary to be labeled as a hawk.']","['¬∃x (Hawk(x) ∧ Lands(x))', '¬∀x (¬Bird(x) ∨ ¬Hawk(x))']",All birds land,∀x (Bird(x) → Lands(x)),FALSE
106,"['On some Mondays at 8 pm, roses are given out on TV.', 'Every rose given out on TV is on the Bachelor.', 'Everything on the Bachelor portrays the lives of real people.', 'All shows portraying the lives of real people are reality TV shows.', 'Breaking Bad is not a reality TV show.']","['∃x (Mondayat8(x) ∧ RoseGivenOutOnTv(x))', '∀x (RoseGivenOutOnTv(x) → OnBachelor(x))', '∀x (OnBachelor(x) → PortrayLiveOfRealPeople(x))', '∀x (PortrayLiveOfRealPeople(x) → RealityTVShow(x))', '¬RealityTVShow(breakingbad)']",Breaking Bad is a TV show in which roses are given out on Monday at 8 pm.,Mondayat8(breakingbad) ∧ RoseGivenOutOnTv(breakingbad),FALSE,"['A situation exists where it is not the case that not on a Monday and not at 8 pm, whereby the condition of roses being given on TV is satisfied.', 'It is not true that there can be a case where a rose is given on TV without it being, in every instance, on the Bachelor.', 'It must not occur that the Bachelor occurs without portraying the lives of actual persons.', ""If any show represents the lives of actual persons, then necessarily, it doesn't fail to be a reality TV type."", 'It is not possible that Breaking Bad could be identified as a reality TV show in any circumstance.']","['¬¬∃x (¬¬(¬Mondayat8(x) ∨ ¬RoseGivenOutOnTv(x)))', '¬∃x (¬RoseGivenOutOnTv(x) ∧ ¬OnBachelor(x))', '∀x ¬(OnBachelor(x) ∧ ¬PortrayLiveOfRealPeople(x))', '∀x (¬PortrayLiveOfRealPeople(x) ∨ RealityTVShow(x))', '¬∃x (x = breakingbad ∧ RealityTVShow(x))']",Breaking Bad is a TV show in which roses are given out on Monday at 8 pm.,Mondayat8(breakingbad) ∧ RoseGivenOutOnTv(breakingbad),FALSE
107,"['On some Mondays at 8 pm, roses are given out on TV.', 'Every rose given out on TV is on the Bachelor.', 'Everything on the Bachelor portrays the lives of real people.', 'All shows portraying the lives of real people are reality TV shows.', 'Breaking Bad is not a reality TV show.']","['∃x (Mondayat8(x) ∧ RoseGivenOutOnTv(x))', '∀x (RoseGivenOutOnTv(x) → OnBachelor(x))', '∀x (OnBachelor(x) → PortrayLiveOfRealPeople(x))', '∀x (PortrayLiveOfRealPeople(x) → RealityTVShow(x))', '¬RealityTVShow(breakingbad)']","If roses are given out during Breaking Bad, then it is on Monday at 8 pm.",RoseGivenOutOnTv(breakingbad) → Mondayat8(breakingbad),TRUE,"['It is not the case that whenever 8 pm arrives on a Monday, it is not the case that roses have not been given out on the television.', 'It is not true that some instance exists where a rose is given out on TV and it is not on the Bachelor.', 'Whenever something is on the Bachelor, it is not possible that it fails to portray the lives of real people.', 'For every show depicting the lives of real individuals, not existing as a reality TV show is inconceivable for such a show.', 'Breaking Bad coexists with the negation of itself being a reality TV show.']","['¬(∀x (¬Mondayat8(x) ∨ ¬RoseGivenOutOnTv(x)))', '¬∃x (RoseGivenOutOnTv(x) ∧ ¬OnBachelor(x))', '∀x (OnBachelor(x) → ¬¬PortrayLiveOfRealPeople(x))', '¬∃x (PortrayLiveOfRealPeople(x) ∧ ¬RealityTVShow(x))', '¬(¬RealityTVShow(breakingbad) → ¬RealityTVShow(breakingbad))']","If roses are given out during Breaking Bad, then it is on Monday at 8 pm.",RoseGivenOutOnTv(breakingbad) → Mondayat8(breakingbad),TRUE
108,"['Heinrich Scmidt was a Nazi German politician. ', 'Heeinrich Scmidt was also a member of the Prussian State Parliament and the Nazi Reichstag.']","['From(heinrichScmidt, naziGermany) ∧ Politician(heinrichScmidt)', 'Member(heinrichScmidt, prussianStateParliament) ∧ Member(heinrichScmidt, naziReichstag)']",Heinrich Schmidt was either German or Russian.,"From(heinrichScmidt, naziGermany) ∨ From(heinrichScmidt, russia)",TRUE,"[""In the peculiar juncture of political affiliations, it denies the absence of the case that Heinrich Schmidt's political vocation extends not to being devoid of Nazi Germany associations without concurrently negating his participation in Nazi politics."", ""It is not the instance where failure to partake in being a member of the Prussian State Parliament coupled with the non-membership in the Nazi Reichstag does not lead to a contradiction with Heinrich Schmidt's historical affiliations.""]","['¬(¬(From(heinrichScmidt, naziGermany) ∧ ¬Politician(heinrichScmidt))) ∨ (¬From(heinrichScmidt, naziGermany) → ¬Politician(heinrichScmidt))', '¬((¬Member(heinrichScmidt, prussianStateParliament) ∨ ¬Member(heinrichScmidt, naziReichstag)) → (Member(heinrichScmidt, prussianStateParliament) ∧ Member(heinrichScmidt, naziReichstag)))']",Heinrich Schmidt was either German or Russian.,"From(heinrichScmidt, naziGermany) ∨ From(heinrichScmidt, russia)",TRUE
109,"['Heinrich Scmidt was a Nazi German politician. ', 'Heeinrich Scmidt was also a member of the Prussian State Parliament and the Nazi Reichstag.']","['From(heinrichScmidt, naziGermany) ∧ Politician(heinrichScmidt)', 'Member(heinrichScmidt, prussianStateParliament) ∧ Member(heinrichScmidt, naziReichstag)']",Some Nazi German politician was part of both the Prussian State Parliament and the Nazi Reichstag.,"∃x (From(x, naziGermany) ∧ Politician(x) ∧ Member(x, prussianStateParliament) ∧ Member(x, naziReichstag))",TRUE,"['It is not untrue that Heinrich Scmidt, a Nazi German political figure, could not not be, in a world where he does not exist, without being from Nazi Germany.', 'Were it impossible for Heinrich Scmidt to not be a member of the Prussian State Parliament, it would also be logically impossible for him not to find his seat in the Nazi Reichstag.']","['¬¬(From(heinrichScmidt, naziGermany) ∨ (¬Politician(heinrichScmidt) ∧ *(⊥ ∨ ¬⊥)))', '¬((¬Member(heinrichScmidt, prussianStateParliament)) → ¬(¬Member(heinrichScmidt, naziReichstag)))']",Some Nazi German politician was part of both the Prussian State Parliament and the Nazi Reichstag.,"∃x (From(x, naziGermany) ∧ Politician(x) ∧ Member(x, prussianStateParliament) ∧ Member(x, naziReichstag))",TRUE
110,"['Heinrich Scmidt was a Nazi German politician. ', 'Heeinrich Scmidt was also a member of the Prussian State Parliament and the Nazi Reichstag.']","['From(heinrichScmidt, naziGermany) ∧ Politician(heinrichScmidt)', 'Member(heinrichScmidt, prussianStateParliament) ∧ Member(heinrichScmidt, naziReichstag)']",No politicans are part of the Nazi Reichstag.,"∀x (Politician(x) → ¬Member(x, naziReichstag))",FALSE,"['It is not the case that Heinrich Scmidt was not a person who both, being from Nazi Germany, could not be a politician.', ""If it is not the case that Heinrich Scmidt was not a member of the Prussian State Parliament, then it must not be the case he isn't a member of the Nazi Reichstag.""]","['¬¬(From(heinrichScmidt, naziGermany) ∧ ¬¬Politician(heinrichScmidt))', '(¬¬Member(heinrichScmidt, prussianStateParliament) → ¬¬Member(heinrichScmidt, naziReichstag))']",No politicans are part of the Nazi Reichstag.,"∀x (Politician(x) → ¬Member(x, naziReichstag))",FALSE
111,"['If something is a deadly disease, then its survival rate is low. ', 'All severe cancers are deadly diseases.', 'Bile duct cancer is a severe cancer. ', 'All Cholangiocarcinoma is bile duct cancer.', 'No one with mild flu has a low survival rate.', 'If colorectal cancer is a bile duct cancer and the survival rate is low, then colorectal cancer is not a bile duct cancer.']","['∀x (DeadlyDiseases(x) → SurvivalRateIsLow(x))', '∀x (SevereCancer(x) → DeadlyDiseases(x))', '∀x (BileDuctCancer(x) → SevereCancer(x))', '∀x (Cholangiocarcinoma(x) → BileDuctCancer(x))', '∀x (MildFlu(x) → ¬SurvivalRateIsLow(x)) ', 'BileDuctCancer(colorectalCancer) ∨ SurvivalRateIsLow(colorectalCancer) → ¬BileDuctCancer(colorectalCancer)']","If colorectal cancer is a bile duct cancer or a Cholangiocarcinoma, then colorectal cancer is a bile duct cancer and a mild flu.",BileDuctCancer(colorectalCancer) ∨ Cholangiocarcinoma(colorectalCancer) → BileDuctCancer(colorectalCancer) ∧ MildFlu(colorectalCancer),TRUE,"['Assuming it is not the case that the survival rate is not high for a certain malady, it must not be true that the malady is devoid of fatality aspects.', 'It is not possible for any affliction categorized under severe carcinoma to simultaneously escape the deadly disease classification.', 'Whenever a condition implies being classifiable as bile duct carcinoma, it cannot fail to meet the criteria of severe cancer classification.', 'For every instance of Cholangiocarcinoma, there exists a truth that affirms its inclusion in the bile duct cancer classification.', 'The mere presence of mild flu inherently negates the possibility of an entity possessing a survival rate that is low.', ""If colorectal cancer is to be considered a bile duct cancer or proves to have a survival rate that's low, this directly contradicts colorectal cancer being a bile duct cancer.""]","['∀x (¬¬¬SurvivalRateIsLow(x) → ¬¬DeadlyDiseases(x))', '¬∃x (SevereCancer(x) ∧ ¬DeadlyDiseases(x))', '¬¬∀x (¬SevereCancer(x) ∨ BileDuctCancer(x))', '¬∃x ¬(Cholangiocarcinoma(x) → BileDuctCancer(x))', '¬∃x (MildFlu(x) ∧ SurvivalRateIsLow(x)) ', '¬¬(¬BileDuctCancer(colorectalCancer) ∨ SurvivalRateIsLow(colorectalCancer)) → ¬BileDuctCancer(colorectalCancer)']","If colorectal cancer is a bile duct cancer or a Cholangiocarcinoma, then colorectal cancer is a bile duct cancer and a mild flu.",BileDuctCancer(colorectalCancer) ∨ Cholangiocarcinoma(colorectalCancer) → BileDuctCancer(colorectalCancer) ∧ MildFlu(colorectalCancer),TRUE
112,"['If something is a deadly disease, then its survival rate is low. ', 'All severe cancers are deadly diseases.', 'Bile duct cancer is a severe cancer. ', 'All Cholangiocarcinoma is bile duct cancer.', 'No one with mild flu has a low survival rate.', 'If colorectal cancer is a bile duct cancer and the survival rate is low, then colorectal cancer is not a bile duct cancer.']","['∀x (DeadlyDiseases(x) → SurvivalRateIsLow(x))', '∀x (SevereCancer(x) → DeadlyDiseases(x))', '∀x (BileDuctCancer(x) → SevereCancer(x))', '∀x (Cholangiocarcinoma(x) → BileDuctCancer(x))', '∀x (MildFlu(x) → ¬SurvivalRateIsLow(x)) ', 'BileDuctCancer(colorectalCancer) ∨ SurvivalRateIsLow(colorectalCancer) → ¬BileDuctCancer(colorectalCancer)']","If colorectal cancer is not a mild flu and a Cholangiocarcinoma, then colorectal cancer is a bile duct cancer or a Cholangiocarcinoma.",¬MildFlu(colorectalCancer) ∨ ¬Cholangiocarcinoma(colorectalCancer) → BileDuctCancer(colorectalCancer) ∨ Cholangiocarcinoma(colorectalCancer),FALSE,"['It is not the case that there exists something which is not a deadly disease such that its survival rate is not low, or it is not the case that a deadly disease has a low survival rate.', 'It is not possible for an entity to be a severe cancer if that entity is not a deadly disease, unless it is not true that deadly diseases are not severe cancers.', 'For every instance where something is a bile duct cancer, there is no instance where that something is not a severe cancer and simultaneously not a deadly disease.', 'If something is all of a Cholangiocarcinoma, not being a bile duct cancer is impossible, as it must be a severe cancer.', 'There cannot exist an entity with mild flu that contradicts having a low survival rate, and it must necessarily not refute that deadly diseases exist.', 'Assuming colorectal cancer belongs to the category of bile duct cancer leads to low survival being incompatible, hence colorectal cancer is ruled out to be itself.']","['¬∃x (¬DeadlyDiseases(x) ∧ ¬SurvivalRateIsLow(x)) ∨ ¬¬SurvivalRateIsLow(x)', '¬∃x (¬SevereCancer(x) ∧ ¬DeadlyDiseases(x)) ∨ ¬¬DeadlyDiseases(x) ∨ ¬¬SevereCancer(x)', '∀x (¬¬BileDuctCancer(x) ∨ (¬SevereCancer(x) ∨ ¬¬DeadlyDiseases(x)))', '∀x (¬Cholangiocarcinoma(x) ∨ BileDuctCancer(x)) ∧ ¬¬SevereCancer(x)', '¬∃x (MildFlu(x) ∧ ¬¬LowSurvivalRate(x)) ∧ ¬¬DeadlyDiseasesExist', '((BileDuctCancer(colorectalCancer) ∧ ¬¬SurvivalRateIsLow(colorectalCancer)) → ¬colorectalCancer(colorectalCancer))']","If colorectal cancer is not a mild flu and a Cholangiocarcinoma, then colorectal cancer is a bile duct cancer or a Cholangiocarcinoma.",¬MildFlu(colorectalCancer) ∨ ¬Cholangiocarcinoma(colorectalCancer) → BileDuctCancer(colorectalCancer) ∨ Cholangiocarcinoma(colorectalCancer),FALSE
113,"['All people who eat salads regularly are very conscious about their health and eating habits.', 'All people who grew up in health-conscious childhood homes eat salads regularly.', 'All people who fulfill their nutritional daily intakes grew up in health-conscious childhood homes.', 'If people have good relationships with their parents, then they fulfill their nutritional daily intakes.', 'If people have good relationships with their parents, then they do not eat salads regularly.', 'If people visit the gym at least once a day, then they always fulfill their daily nutritional intakes.', 'It is either both true that Taylor grew up in a health-conscious childhood home and she has a good relationship with her parents, or it is true that Taylor neither grew up in a health-conscious childhood home nor has a good relationship with her parents.']","['∀x (Salad(x) → HealthyHabits(x))', '∀x (HealthyChildhood(x) → Salad(x))', '∀x (Nutritional(x) → HealthyChildhood(x))', '∀x (GoodRelationship(x) → ¬HealthyHabits(x))', '∀x (Gym(x) → Nutritional(x))', '(HealthyChildhood(taylor) ∧ GoodRelationship(taylor)) ∨ ¬HealthyChildhood(taylor) ∧ ¬GoodRelationship(marcy)']",Taylor visits the gym at least once a day.,Gym(taylor),FALSE,"['It cannot be that there exists someone who eats salads regularly and is not conscious about their health, or it is not the case they are unaware of their eating habits.', 'If it is not the case that people eat salads regularly, then it is not true that they grew up in health-conscious childhood homes.', 'Either it is false that a person has fulfilled their nutritional daily intake, or it cannot be that they did not grow up in homes that were health-conscious.', 'If people have good relationships with their parents, then it cannot be that they have both conscious eating habits and fulfill their nutritional intakes.', 'There is nobody who visits the gym daily and fails to fulfill their necessary nutritional intake.', 'Taylor either did not grow up in a health-conscious childhood home or does not have a good relationship with her parents, or it is false that she both grew up in such a home and maintains good parental relationships.']","['¬∃x (Salad(x) ∧ ¬HealthyHabits(x))', '¬Salad(x) ∨ ¬HealthyChildhood(x)', '¬Nutritional(x) ∨ HealthyChildhood(x)', 'GoodRelationship(x) → (¬HealthyHabits(x) ∧ ¬Nutritional(x))', '¬∃x (Gym(x) ∧ ¬Nutritional(x))', '¬(HealthyChildhood(taylor) ∧ GoodRelationship(taylor)) ∨ (¬HealthyChildhood(taylor) ∧ ¬GoodRelationship(taylor))']",Taylor visits the gym at least once a day.,Gym(taylor),FALSE
